###ÄNSI###
DESCA_Romania_5;[Root.GetTitledFirstName], you stand horrified as the legacy of Dragan's Great Domain buckles under the rule of cravenous Generals. Upon your great liege's fall into the River Dnieper, you and your host rode into the Capital to let the great nobles know the horrible news. You solemnly pull the deeds of your late liege before the council of Elders whom recognize you as their liege as you wait in baited breath for the wolves to feast upon the corpse of the Empire.;;;;;;;;;;;;;x

###Khalasa-Ahmadi Friendship###
khalasa_ahmadi_friendship;An Offer of Friendship;;;;;;;;;;;;;x
khalasa_ahmadi_friendship_2;Friend or Foe?;;;;;;;;;;;;;x
KAF_ESTABLISHED;A pact of Friendship is established...;;;;;;;;;;;;;x
EVTOPTA_story5_TOOLTIP;The letter is sent one hopes you are met with approval...;;;;;;;;;;;;;x
EVTOPTB_story6_TOOLTIP;No hard feelings right?;;;;;;;;;;;;;x

EVTDESC_Story5;In the last century, the fortunes of the Sikhs have been in terminal decline. Once the lords of India from Kashmir to the Deccan, you once vast domain has shrunk slowly but surely until even the Punjab slipped from the grasp of the Sikhs, ravaged by Afghan raiders. Your father was forced to abandon his subjects in Punjab due to internal unrest, but you remember the Ahmadiyya and their caliph, always dependable subjects of the Sikhs. They now lie between you and the Afghans, vulnerable. The Ahmadiyya might not see you as their liege any longer, but perhaps they will accept you as an ally?;;;;;;;;;;;;;x
EVTOPTA_story5;A treaty is desirable...;;;;;;;;;;;;;x
EVTOPTB_story5;The caliph is of no use to me.;;;;;;;;;;;;;x

EVTDESC_Story6;Life has never been easy for the Ahmadiyya Community, even before the Event. You, their caliph, know that better than anyone. Your people have been called heretics, Qadanis, scorned by men of their own country. The Sikhs served as protectors in the past centuries, allowing you to live in peace and even proselytize, but the collapse of the Punjab Governorship has left you on your own against the Afghans and even your own neighbors. Therefore, it comes as a great surprise when an old friend, the young Sikh Emperor,  sends you a message offering his friendship. Should this be taken as welcome initiative or an omen?;;;;;;;;;;;;;x
EVTOPTA_story6;We need friends, a treaty it is!;;;;;;;;;;;;;x
EVTOPTB_story6;They abandoned us, why trust them now?;;;;;;;;;;;;;x

EVTDESC_Story7;My dear friend I would like to inform you that I approve of this alliance;;;;;;;;;;;;;x
EVTDESC_Story8;My dear friend I would like to inform you that this proposal, I cannot accept...;;;;;;;;;;;;;x

EVTOPTA_story7;A Friend most indeed!;;;;;;;;;;;;;x
EVTOPTA_story8;And so it be...;;;;;;;;;;;;;x

###Dzungaria-China Friendship###
dzungaria_china_friendship;An Offer of Friendship;;;;;;;;;;;;;x
dzungaria_china_friendship_2;Friend or Foe?;;;;;;;;;;;;;x
DCF_ESTABLISHED;A pact in song is established...;;;;;;;;;;;;;x

EVTDESC_Story9;While you look beyond your palace to the hustle and bustle of your kingdom, you can't help but muse over the time you impressed even the mighty Dragon of the East. Long has your people and the forces of the Chinese Empires have been in equal parts trading and clashing over the future of Dzungaria. In your younger years, your father and you meet with the representatives of the Hong Empire to open trading between your burgeoning realm and the Dragon of the East. In your youth you caught your eyes with the current general and struck a conversation as one often did in those days and from their on you and him locked arms entertaining the halls with a bounty of song and revelry that strengthen your bond with each other. While he is married now he considers you a friend and if so he might bring good words to the far-off Hong Emperors of your merit as an ally of theirs...;;;;;;;;;;;;;x
EVTOPTA_story9;A most fruitful venture...;;;;;;;;;;;;;x
EVTOPTB_story9;I should no entangle myself to the Dragon.;;;;;;;;;;;;;x

EVTDESC_Story10;While you look beyond your fortress to the guards overlooking the Jade Gates of the West, you can't help but muse over the time you met an exceptional native among the frontiers of the Ancient Land of Xinjiang. Long has the Middle Kingdom come to in equal parts trade and clash with the many peoples of the region over the future of Xinjiang. In your younger years, your father had recieved many tributes on behalf of the Hong Empire. In those times an exceptional local caught your eyes, the Daughter of the Former King of Xinjiang and you two were renown for entertaining the halls with a bounty of song and revelry that strengthen the bonds of China with these people. While she is married now she considers you a friend and has reached out to you to form an alliance which can strengthen the western regions from raiders into the Middle Kingdom...;;;;;;;;;;;;;x
