###########Existing Great Works###########
upgrade_ovoo;Ovoo;;;;;;;;;;;;;x
upgrade_ovoo_desc;Ovoo or Ao Bao stands on the premise of the site and serves as a ritual site to place stones as at the foundation of the Great Khans Heavenly Domain.;;;;;;;;;;;;;x
upgrade_altar_of_heaven;Altar of Heaven;;;;;;;;;;;;;x
upgrade_altar_of_heaven_desc;A great Altar dedicated for sacrifices for to the Great Khan done in the open air Pagoda which bare images of the Heavenly Battles of Days long since passed and Lord Tengri, personification of the Sky.;;;;;;;;;;;;;x
upgrade_potrang_marpo;Potrang Marpo;;;;;;;;;;;;;x
upgrade_potrang_marpo_desc;The Red Palace, Potrang Marpo, was built as the Winter residence of the ancient rulers of Tibet.;;;;;;;;;;;;;x
upgrade_potrang_karpo;Potrang Karpo;;;;;;;;;;;;;x
upgrade_potrang_karpo_desc;The White Palace, Potrang Karpo, was built as the Winter residence of the ancient rulers of Tibet.;;;;;;;;;;;;;x
upgrade_norbulingka;Norbulingka;;;;;;;;;;;;;x
upgrade_norbulingka_desc;Norbulingka was built as the Summer residence of the ancient rulers of Tibet.;;;;;;;;;;;;;x
upgrade_ark_of_the_covenant;Ark of the Covenant;;;;;;;;;;;;;x
upgrade_ark_of_the_covenant_desc;It is said behind a private curtain in a small room within the complex is the legendary Ark of the Covenant taken to Ethiopia by Menelik the First to safeguard with the blessing of King Solomon.;;;;;;;;;;;;;x
upgrade_ramgarhia_bunga;Ramgarhia Bunga;;;;;;;;;;;;;x
upgrade_ramgarhia_bunga_desc;The Golden Temple is defended by descendants of the Ramgarhia Clan who over time have made it their goal to defend the temple from their fortress not to far away from the temple their vigilant eyes watch from two towers overlooking the complex.;;;;;;;;;;;;;x
upgrade_akal_takht;Akal Takht;;;;;;;;;;;;;x
upgrade_akal_takht_desc;The Akal Takht one of the five seats of the Sikh Faith known as the "Throne of the Timeless One" it has been the meeting hall for the Jathedar, the highest authority in the matter of conduct and thier council.;;;;;;;;;;;;;x
upgrade_ber_trees;Ber Trees;;;;;;;;;;;;;x
upgrade_ber_trees_desc;Though many trees dot the complex and the surrounding lands in Amritsar, the three Ber Trees in the walled garden of the temple is considered particularly important to the Sikh. In Order they are the Ber Baba Buddha, said to be named after Baba Buddha who built the first temple on these current grounds, Laachi Ber where it is said that Guru Arjan rested in sublime peace, and Dukh Bhanjani Ber so famed for near its roots lay the means to cure all illness and suffering.;;;;;;;;;;;;;x
upgrade_amrit_sarovar;Amrit Sarovar;;;;;;;;;;;;;x
upgrade_amrit_sarovar_desc;The Holy Pool for which surrounds the Temple Grounds it is considered just as spiritually important as the rites done within the temple itself it is said that in its waters one can purify themselves and alleviate suffering.;;;;;;;;;;;;;x
upgrade_mary_church;The Blessed Virgin Mary Church;;;;;;;;;;;;;x
upgrade_amrit_sarovar_desc;This Church once housed the catacombs of holy knights from ages long past...;;;;;;;;;;;;;x
upgrade_charbagh;Charbagh Gardens;;;;;;;;;;;;;x
upgrade_charbagh_desc;A beautiful quadrant garden fusing the best of both Indian and Islamic Sensibilities.;;;;;;;;;;;;;x
upgrade_bazaar;Bustling Bazaar;;;;;;;;;;;;;x
upgrade_bazaar_desc;A prosperous market has sprung around this sprawling structure.;;;;;;;;;;;;;x
upgrade_murex_production;Murex Production;;;;;;;;;;;;;x
upgrade_murex_production_desc;This Port houses a significant production of an ever elusive purple dye famed across the Mediterranean.;;;;;;;;;;;;;x
upgrade_giralda;La Giralda;;;;;;;;;;;;;x
upgrade_giralda_desc;This gorgeous belltower, standing tall over Seville is a testament to the great cultural contributions of the peoples of Iberia from the days of Al-Andalus to the present.;;;;;;;;;;;;;x
upgrade_apses_crypt;Apses Crypt;;;;;;;;;;;;;x
upgrade_apses_crypt_desc;The basilica stands in solemn repose to houses the bones of holy men, the people of Barcelona pay their respect to the ancient saints that are claimed to have built this most holy of places.;;;;;;;;;;;;;x
upgrade_nativity_facade;Nativity Façade;;;;;;;;;;;;;x
upgrade_nativity_facade_desc;This facade depicts various scenes from the Nativity of Jesus Christ.;;;;;;;;;;;;;x
upgrade_passion_facade;Passion Façade;;;;;;;;;;;;;x
upgrade_passion_facade_desc;This facade depicts the Passion of Christ.;;;;;;;;;;;;;x
upgrade_glory_facade;Glory Façade;;;;;;;;;;;;;x
upgrade_glory_facade_desc;This facade depicts various miracles in the Glory of Christ.;;;;;;;;;;;;;x
upgrade_virgin_mary_spire;Spire of the Virgin Mary;;;;;;;;;;;;;x
upgrade_virgin_mary_spire_desc;This spire is said to have been raised in the good name of the Holy Virgin.;;;;;;;;;;;;;x
upgrade_four_evangelist_spire;Spire of the Evangelists;;;;;;;;;;;;;x
upgrade_four_evangelist_spire_desc;This spire is said to have been raised in the good name of Church Fathers.;;;;;;;;;;;;;x
upgrade_jesus_spire;Spire of Christ;;;;;;;;;;;;;x
upgrade_jesus_spire_desc;This spire is said to have been raised in the good name of Christ.;;;;;;;;;;;;;x

